demand_index,time_slot,day_of_week,competition_pressure,operational_cost,seasonality_index,marketing_intensity,dynamic_price,time_slot_sin,time_slot_cos,day_of_week_sin,day_of_week_cos
89.0,19,6,1.59,86.01,1.04,0.73,297.7855986310815,-0.900968867902419,-0.4338837391175583,-0.7818314824680299,0.6234898018587334
93.0,18,1,0.7994440767703508,97.76,0.58,0.19,353.30062228903967,-0.7818314824680297,-0.6234898018587337,0.7818314824680298,0.6234898018587336
110.0,20,1,0.7994440767703508,114.25,1.2,0.93,216.1009178348953,-0.9749279121818236,-0.2225209339563146,0.7818314824680298,0.6234898018587336
127.0,20,6,0.11,134.9,0.69,0.88,408.4619862940396,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
31.0,14,6,0.35,91.98,0.9955188679245284,0.78,255.3451802655688,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
61.0,20,1,0.7994440767703508,123.9,1.09,0.92,308.29301608640867,-0.9749279121818236,-0.2225209339563146,0.7818314824680298,0.6234898018587336
8.0,9,8,0.7994440767703508,102.44,0.51,0.8300000000000001,148.07371476924027,0.9009688679024191,-0.43388373911755806,0.7818314824680296,0.6234898018587337
26.0,22,3,0.08,130.68,0.9955188679245284,0.74,232.82106656934585,-0.9749279121818238,0.22252093395631334,0.43388373911755823,-0.900968867902419
123.0,22,8,1.57,123.92,0.83,0.3,388.2394057796101,-0.9749279121818238,0.22252093395631334,0.7818314824680296,0.6234898018587337
47.0,20,6,1.22,103.39,0.75,0.35,197.3961503934217,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
33.0,20,6,0.03,137.34,1.21,0.7949999999999999,240.2168176238508,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
33.0,18,6,1.56,34.21,0.9955188679245284,1.24,165.38441170309338,-0.7818314824680297,-0.6234898018587337,-0.7818314824680299,0.6234898018587334
54.0,13,2,0.83,97.87,1.49,0.67,144.48649112249825,0.2225209339563141,-0.9749279121818237,0.9749279121818236,-0.22252093395631434
75.0,26,1,1.49,89.57,1.11,0.405,111.853400711283,-0.4338837391175575,0.9009688679024194,0.7818314824680298,0.6234898018587336
96.0,3,7,1.25,119.92,0.57,0.14,311.1240262063357,0.6234898018587335,0.7818314824680298,-2.4492935982947064e-16,1.0
71.0,14,5,1.37,101.31,0.68,0.51,238.3152799785464,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
51.0,17,1,0.08,92.44,0.52,0.36,197.2414891097785,-0.6234898018587338,-0.7818314824680296,0.7818314824680298,0.6234898018587336
42.75,24,6,1.48,119.92,0.5,0.01,14.5460806073915,-0.7818314824680299,0.6234898018587334,-0.7818314824680299,0.6234898018587334
34.5,19,3,1.1,178.44,1.01,0.5650000000000001,353.22721396513634,-0.900968867902419,-0.4338837391175583,0.43388373911755823,-0.900968867902419
26.25,10,4,1.54,119.92,0.51,1.12,125.21949119940672,0.7818314824680299,-0.6234898018587335,-0.433883739117558,-0.9009688679024191
18.0,0,2,1.58,93.81,1.14,1.12,121.57599679590598,0.0,1.0,0.9749279121818236,-0.22252093395631434
31.0,18,1,0.18,126.24,1.21,1.12,237.5995943638724,-0.7818314824680297,-0.6234898018587337,0.7818314824680298,0.6234898018587336
26.0,20,0,1.17,32.14,0.94,1.12,201.31446256313893,-0.9749279121818236,-0.2225209339563146,0.0,1.0
46.0,26,6,0.7994440767703508,117.19,0.63,1.09,282.49056654369383,-0.4338837391175575,0.9009688679024194,-0.7818314824680299,0.6234898018587334
19.0,10,6,0.41,172.4,1.1,0.42,241.81387157013395,0.7818314824680299,-0.6234898018587335,-0.7818314824680299,0.6234898018587334
39.0,23,5,1.0,127.87,0.61,0.39,270.1598332575342,-0.9009688679024193,0.43388373911755795,-0.9749279121818236,-0.2225209339563146
38.0,20,4,1.13,181.59,1.2,0.74,252.6819745537016,-0.9749279121818236,-0.2225209339563146,-0.433883739117558,-0.9009688679024191
40.0,25,5,0.89,120.36,0.77,1.09,214.620448695842,-0.6234898018587337,0.7818314824680297,-0.9749279121818236,-0.2225209339563146
8.0,11,8,0.55,167.1,1.39,0.93,240.45124477685735,0.6234898018587339,-0.7818314824680295,0.7818314824680296,0.6234898018587337
60.0,7,1,0.07,66.04,0.77,0.77,280.52769280252323,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
83.0,6,7,0.87,115.77,0.5,0.61,278.45975124040586,0.9749279121818236,0.22252093395631445,-2.4492935982947064e-16,1.0
32.0,10,3,0.42,153.12,0.99,0.93,261.2669988869802,0.7818314824680299,-0.6234898018587335,0.43388373911755823,-0.900968867902419
40.5,21,5,0.48,140.87,0.76,0.92,378.1799612684904,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
49.0,18,0,0.61,119.92,0.98,0.62,191.54857951770785,-0.7818314824680297,-0.6234898018587337,0.0,1.0
104.0,3,6,1.05,185.33,0.55,0.32,401.4990653676291,0.6234898018587335,0.7818314824680298,-0.7818314824680299,0.6234898018587334
1.0,6,7,0.12,101.93,0.81,1.16,177.8515575402054,0.9749279121818236,0.22252093395631445,-2.4492935982947064e-16,1.0
123.0,21,1,0.2,80.2,1.08,1.166,370.701873953184,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
80.0,20,3,0.93,67.77,1.09,1.172,298.1454601557912,-0.9749279121818236,-0.2225209339563146,0.43388373911755823,-0.900968867902419
7.0,25,6,1.23,119.92,0.9955188679245284,1.178,172.92982239916023,-0.6234898018587337,0.7818314824680297,-0.7818314824680299,0.6234898018587334
85.0,19,0,1.43,143.3,1.05,1.184,316.8478907529983,-0.900968867902419,-0.4338837391175583,0.0,1.0
68.0,12,0,1.43,125.52,0.95,1.19,280.8314675393103,0.43388373911755823,-0.900968867902419,0.0,1.0
57.0,18,1,0.04,116.75,1.29,1.125,196.042340907302,-0.7818314824680297,-0.6234898018587337,0.7818314824680298,0.6234898018587336
46.0,17,0,0.7994440767703508,88.65,1.03,1.06,283.1474689047353,-0.6234898018587338,-0.7818314824680296,0.0,1.0
77.0,20,1,0.2,59.19,1.44,0.935,324.76464755062045,-0.9749279121818236,-0.2225209339563146,0.7818314824680298,0.6234898018587336
120.0,5,3,1.32,119.92,0.95,0.81,419.3265122976007,0.9009688679024191,0.4338837391175582,0.43388373911755823,-0.900968867902419
78.0,3,7,0.7994440767703508,95.79,1.17,0.72,348.11548167662926,0.6234898018587335,0.7818314824680298,-2.4492935982947064e-16,1.0
94.0,20,1,1.42,76.78,0.98,0.2,266.5834321195151,-0.9749279121818236,-0.2225209339563146,0.7818314824680298,0.6234898018587336
93.0,13,3,1.35,157.24,0.98,0.06,336.2103061015508,0.2225209339563141,-0.9749279121818237,0.43388373911755823,-0.900968867902419
122.0,20,7,0.35,178.05,0.88,-0.0,427.3970788252082,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
9.0,18,1,0.03,64.89,0.55,0.13,124.45502913416432,-0.7818314824680297,-0.6234898018587337,0.7818314824680298,0.6234898018587336
9.0,20,5,0.92,96.85,0.9,0.26,100.93469536328983,-0.9749279121818236,-0.2225209339563146,-0.9749279121818236,-0.2225209339563146
9.0,7,1,0.48,77.88,0.82,0.52,98.70476746376674,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
9.0,2,0,0.44,87.47,1.42,0.575,145.2861051186535,0.4338837391175581,0.9009688679024191,0.0,1.0
9.0,5,1,1.01,186.8,1.25,0.63,233.0828005863768,0.9009688679024191,0.4338837391175582,0.7818314824680298,0.6234898018587336
108.0,20,4,0.26,119.92,1.42,0.82,481.4921180779484,-0.9749279121818236,-0.2225209339563146,-0.433883739117558,-0.9009688679024191
70.0,25,8,0.7994440767703508,70.07,1.32,0.16,250.636517628898,-0.6234898018587337,0.7818314824680297,0.7818314824680296,0.6234898018587337
28.0,23,6,0.29,111.37,0.69,0.5,229.6874159587097,-0.9009688679024193,0.43388373911755795,-0.7818314824680299,0.6234898018587334
35.0,20,6,0.84,113.83,1.49,0.15,149.42767629270432,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
42.0,17,5,0.96,108.34,1.14,0.1,219.1638703202437,-0.6234898018587338,-0.7818314824680296,-0.9749279121818236,-0.2225209339563146
3.0,4,0,1.04,42.25,0.54,0.86,58.83789661283062,0.7818314824680298,0.6234898018587336,0.0,1.0
57.0,14,0,0.07,119.5,0.85,0.26,151.79314615834585,1.2246467991473532e-16,-1.0,0.0,1.0
111.0,9,8,0.7,85.36,0.9955188679245284,0.13,318.32997453049484,0.9009688679024191,-0.43388373911755806,0.7818314824680296,0.6234898018587337
70.0,24,8,0.63,131.17,1.12,0.98,314.2897868744358,-0.7818314824680299,0.6234898018587334,0.7818314824680296,0.6234898018587337
21.0,27,3,0.15,132.63,0.95,0.95,261.90890892511555,-0.22252093395631464,0.9749279121818235,0.43388373911755823,-0.900968867902419
41.0,20,0,0.79,67.42,0.82,0.84,185.8309607041051,-0.9749279121818236,-0.2225209339563146,0.0,1.0
81.0,10,6,0.7994440767703508,59.9,1.14,0.93,305.94172803121864,0.7818314824680299,-0.6234898018587335,-0.7818314824680299,0.6234898018587334
101.5,19,7,0.39,92.49,1.28,1.3,598.2635172022032,-0.900968867902419,-0.4338837391175583,-2.4492935982947064e-16,1.0
122.0,4,1,0.13,176.87,0.51,0.95,432.8360670822223,0.7818314824680298,0.6234898018587336,0.7818314824680298,0.6234898018587336
15.0,20,7,0.7994440767703508,111.69,1.2,1.21,278.91272726552666,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
71.0,20,0,1.51,95.27,0.73,0.19,197.89473198915823,-0.9749279121818236,-0.2225209339563146,0.0,1.0
79.0,12,6,0.32,119.92,1.06,1.09,212.95114469642093,0.43388373911755823,-0.900968867902419,-0.7818314824680299,0.6234898018587334
87.0,24,7,1.38,97.69,0.63,0.76,331.50104551151645,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0
48.0,20,3,0.7994440767703508,161.05,0.84,0.11,328.7499633058857,-0.9749279121818236,-0.2225209339563146,0.43388373911755823,-0.900968867902419
125.0,5,7,1.08,101.25,0.98,0.13,385.299160948227,0.9009688679024191,0.4338837391175582,-2.4492935982947064e-16,1.0
2.0,20,8,0.7994440767703508,93.75,0.5,0.31,158.72011405760398,-0.9749279121818236,-0.2225209339563146,0.7818314824680296,0.6234898018587337
31.0,13,6,1.46,128.67,1.25,0.66,148.84473675732644,0.2225209339563141,-0.9749279121818237,-0.7818314824680299,0.6234898018587334
60.0,15,0,1.11,124.54,1.31,0.83,341.0715568851988,-0.22252093395631384,-0.9749279121818237,0.0,1.0
53.0,27,5,1.09,128.55,0.81,1.19,290.5721871396856,-0.22252093395631464,0.9749279121818235,-0.9749279121818236,-0.2225209339563146
52.0,20,2,0.56,85.74,1.15,1.02,286.8127819633248,-0.9749279121818236,-0.2225209339563146,0.9749279121818236,-0.22252093395631434
89.0,27,7,0.7994440767703508,92.38,0.55,0.85,288.7426776283648,-0.22252093395631464,0.9749279121818235,-2.4492935982947064e-16,1.0
106.0,20,1,1.55,119.92,0.58,1.055,329.2787356793664,-0.9749279121818236,-0.2225209339563146,0.7818314824680298,0.6234898018587336
29.0,21,5,1.6,132.85,0.58,1.26,216.53563899916207,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
21.5,26,6,0.94,141.46,0.91,0.665,117.78330246134573,-0.4338837391175575,0.9009688679024194,-0.7818314824680299,0.6234898018587334
14.0,17,5,0.52,135.13,0.9955188679245284,0.07,193.4031860472375,-0.6234898018587338,-0.7818314824680296,-0.9749279121818236,-0.2225209339563146
91.0,6,5,0.73,100.51,1.31,1.17,350.0069522267216,0.9749279121818236,0.22252093395631445,-0.9749279121818236,-0.2225209339563146
74.0,20,4,0.69,85.9,0.74,0.11,276.0685945578164,-0.9749279121818236,-0.2225209339563146,-0.433883739117558,-0.9009688679024191
110.0,15,8,0.1,102.68,0.85,0.58,426.3916632165475,-0.22252093395631384,-0.9749279121818237,0.7818314824680296,0.6234898018587337
88.0,17,0,0.7994440767703508,111.28,1.16,0.7,425.71932918367554,-0.6234898018587338,-0.7818314824680296,0.0,1.0
49.0,16,1,0.92,78.9,0.56,0.82,265.2634532446535,-0.433883739117558,-0.9009688679024191,0.7818314824680298,0.6234898018587336
74.0,15,7,0.19,191.95,0.6,0.94,370.79430200701415,-0.22252093395631384,-0.9749279121818237,-2.4492935982947064e-16,1.0
73.0,19,1,0.71,81.13,0.64,0.33,216.9091719867853,-0.900968867902419,-0.4338837391175583,0.7818314824680298,0.6234898018587336
84.0,5,5,1.52,146.11,1.12,0.44500000000000006,329.8879277771324,0.9009688679024191,0.4338837391175582,-0.9749279121818236,-0.2225209339563146
99.0,10,3,0.7994440767703508,85.7,0.9955188679245284,0.56,401.76406532159615,0.7818314824680299,-0.6234898018587335,0.43388373911755823,-0.900968867902419
9.0,23,0,0.61,92.97,0.92,0.5700000000000001,238.6696687330962,-0.9009688679024193,0.43388373911755795,0.0,1.0
62.0,20,8,0.29,87.79,1.34,0.58,347.3686899282369,-0.9749279121818236,-0.2225209339563146,0.7818314824680296,0.6234898018587337
53.5,21,8,0.56,131.45,1.16,0.63,183.28730039953365,-1.0,-1.8369701987210297e-16,0.7818314824680296,0.6234898018587337
45.0,20,5,0.7994440767703508,132.9,0.9955188679245284,0.9,234.7497627108105,-0.9749279121818236,-0.2225209339563146,-0.9749279121818236,-0.2225209339563146
107.0,20,5,0.7994440767703508,81.0,1.43,0.75,408.2422499211232,-0.9749279121818236,-0.2225209339563146,-0.9749279121818236,-0.2225209339563146
54.0,20,2,0.55,90.74,1.2,0.61,261.78478251140126,-0.9749279121818236,-0.2225209339563146,0.9749279121818236,-0.22252093395631434
72.0,3,4,0.77,147.51,0.65,0.82,598.2635172022032,0.6234898018587335,0.7818314824680298,-0.433883739117558,-0.9009688679024191
88.0,1,8,0.7994440767703508,137.91,0.64,1.03,369.946077027802,0.2225209339563144,0.9749279121818236,0.7818314824680296,0.6234898018587337
104.0,23,0,0.7994440767703508,154.94,0.71,1.24,403.4512458443408,-0.9009688679024193,0.43388373911755795,0.0,1.0
27.0,19,0,0.7994440767703508,74.9,1.36,0.76,200.7734915066077,-0.900968867902419,-0.4338837391175583,0.0,1.0
85.0,10,2,0.7994440767703508,146.23,0.9955188679245284,0.52,598.2635172022032,0.7818314824680299,-0.6234898018587335,0.9749279121818236,-0.22252093395631434
107.0,20,6,0.62,87.8,1.38,0.5549999999999999,381.8631290827016,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
71.0,20,6,1.45,98.67,0.58,0.59,258.5236703894914,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
0.0,25,3,1.21,138.1,1.16,0.03,161.31906475963015,-0.6234898018587337,0.7818314824680297,0.43388373911755823,-0.900968867902419
63.0,20,5,1.55,119.92,0.85,0.83,270.90359268802234,-0.9749279121818236,-0.2225209339563146,-0.9749279121818236,-0.2225209339563146
18.0,27,5,0.86,127.92,1.02,1.28,237.52097991956845,-0.22252093395631464,0.9749279121818235,-0.9749279121818236,-0.2225209339563146
42.0,2,1,1.09,73.38,1.0,0.97,173.68170226475056,0.4338837391175581,0.9009688679024191,0.7818314824680298,0.6234898018587336
77.0,16,0,0.57,160.97,1.08,1.01,356.2482389947513,-0.433883739117558,-0.9009688679024191,0.0,1.0
58.0,20,6,1.48,84.35,0.56,1.05,37.72853013818823,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
39.0,27,6,1.37,69.66,1.14,0.22,225.57776911369604,-0.22252093395631464,0.9749279121818235,-0.7818314824680299,0.6234898018587334
48.0,8,0,1.25,72.82,1.09,0.87,248.95698098001935,0.9749279121818236,-0.22252093395631434,0.0,1.0
82.0,20,7,0.7994440767703508,161.2,1.21,1.065,362.0948185103954,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
98.0,12,8,0.84,113.61,1.27,1.26,394.254547286419,0.43388373911755823,-0.900968867902419,0.7818314824680296,0.6234898018587337
3.0,20,4,1.33,129.05,1.01,0.705,87.83306804660691,-0.9749279121818236,-0.2225209339563146,-0.433883739117558,-0.9009688679024191
1.0,27,4,1.28,156.03,1.23,0.15,164.92960417832998,-0.22252093395631464,0.9749279121818235,-0.433883739117558,-0.9009688679024191
82.0,18,8,0.7994440767703508,89.76,0.52,0.1,352.225887405664,-0.7818314824680297,-0.6234898018587337,0.7818314824680296,0.6234898018587337
41.0,19,7,0.7994440767703508,119.92,0.73,1.15,286.76223166903844,-0.900968867902419,-0.4338837391175583,-2.4492935982947064e-16,1.0
79.0,19,0,0.7994440767703508,145.44,1.42,0.52,338.3677211040434,-0.900968867902419,-0.4338837391175583,0.0,1.0
48.0,13,5,0.39,168.05,0.7,0.84,216.0668305915268,0.2225209339563141,-0.9749279121818237,-0.9749279121818236,-0.2225209339563146
17.0,1,5,0.7994440767703508,136.64,0.59,0.99,237.68021848222637,0.2225209339563144,0.9749279121818236,-0.9749279121818236,-0.2225209339563146
44.0,20,6,1.17,119.92,1.4,1.16,149.85936413857533,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
71.0,12,0,0.23,101.64,0.9,1.02,186.62706005167144,0.43388373911755823,-0.900968867902419,0.0,1.0
98.0,20,6,0.7994440767703508,119.92,1.0,0.55,336.8127437074997,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
106.0,4,2,1.4,172.81,0.9955188679245284,0.26,180.61207595377164,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434
114.0,20,2,0.7994440767703508,119.92,1.41,0.75,524.7349488098585,-0.9749279121818236,-0.2225209339563146,0.9749279121818236,-0.22252093395631434
6.0,4,5,0.45,129.6,0.9955188679245284,0.32,163.63103401845615,0.7818314824680298,0.6234898018587336,-0.9749279121818236,-0.2225209339563146
103.0,7,6,1.57,132.88,0.75,0.92,310.3033506176865,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
87.0,14,0,0.61,150.79,0.67,0.01,362.8041394577176,1.2246467991473532e-16,-1.0,0.0,1.0
61.0,23,6,0.63,106.98,0.86,0.32,284.99807047754257,-0.9009688679024193,0.43388373911755795,-0.7818314824680299,0.6234898018587334
72.0,22,1,0.7994440767703508,152.6,0.98,1.06,322.07733543161,-0.9749279121818238,0.22252093395631334,0.7818314824680298,0.6234898018587336
62.0,4,2,0.82,90.46,0.85,0.12,285.88791596331623,0.7818314824680298,0.6234898018587336,0.9749279121818236,-0.22252093395631434
52.0,7,6,0.08,119.92,0.81,0.5900000000000001,326.0951526260718,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
116.0,1,6,1.19,117.23,1.11,1.06,456.0370645399547,0.2225209339563144,0.9749279121818236,-0.7818314824680299,0.6234898018587334
127.0,22,4,0.69,97.09,1.11,0.68,364.28343000175687,-0.9749279121818238,0.22252093395631334,-0.433883739117558,-0.9009688679024191
53.0,24,0,0.97,109.22,1.09,0.915,237.2359974493472,-0.7818314824680299,0.6234898018587334,0.0,1.0
66.0,19,3,0.24,133.48,1.44,1.15,314.5511947140856,-0.900968867902419,-0.4338837391175583,0.43388373911755823,-0.900968867902419
62.0,11,1,1.49,122.83,0.91,1.18,271.4720971481808,0.6234898018587339,-0.7818314824680295,0.7818314824680298,0.6234898018587336
40.0,20,2,1.48,106.62,1.16,0.68,258.29100327290246,-0.9749279121818236,-0.2225209339563146,0.9749279121818236,-0.22252093395631434
43.0,14,7,0.38,125.93,0.84,0.99,300.5157941776668,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0
86.0,26,5,1.06,118.73,1.01,0.13,311.70599772783186,-0.4338837391175575,0.9009688679024194,-0.9749279121818236,-0.2225209339563146
32.0,4,0,0.77,99.45,0.59,0.54,201.8357203892553,0.7818314824680298,0.6234898018587336,0.0,1.0
48.0,21,3,1.33,127.87,0.9955188679245284,-0.0,191.9300093287173,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
49.0,14,4,1.41,73.44,1.14,0.12,201.02089981489456,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191
4.0,20,0,0.88,152.63,0.95,1.18,228.88154110311,-0.9749279121818236,-0.2225209339563146,0.0,1.0
56.0,10,7,0.85,161.4,0.7,0.905,266.6500926723173,0.7818314824680299,-0.6234898018587335,-2.4492935982947064e-16,1.0
7.0,18,2,0.5,143.05,0.54,0.63,218.93231584986188,-0.7818314824680297,-0.6234898018587337,0.9749279121818236,-0.22252093395631434
15.5,4,0,1.28,119.92,1.07,1.18,406.2837707021862,0.7818314824680298,0.6234898018587336,0.0,1.0
24.0,23,2,1.11,108.09,1.17,0.87,190.8466688448345,-0.9009688679024193,0.43388373911755795,0.9749279121818236,-0.22252093395631434
53.5,20,8,0.33,103.57,0.61,0.61,116.43554864154068,-0.9749279121818236,-0.2225209339563146,0.7818314824680296,0.6234898018587337
83.0,13,8,0.63,106.18,1.35,1.23,409.2689011434565,0.2225209339563141,-0.9749279121818237,0.7818314824680296,0.6234898018587337
28.0,21,4,1.12,87.89,0.51,0.61,170.2195624780807,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191
32.0,25,0,0.45,124.54,1.06,0.3,251.1306920141717,-0.6234898018587337,0.7818314824680297,0.0,1.0
67.0,15,2,0.86,138.42,1.26,0.51,367.7215809202048,-0.22252093395631384,-0.9749279121818237,0.9749279121818236,-0.22252093395631434
55.0,2,6,1.44,106.38,0.79,1.02,214.0764668043912,0.4338837391175581,0.9009688679024191,-0.7818314824680299,0.6234898018587334
123.0,20,3,0.7994440767703508,108.03,0.54,0.43,374.1405975499988,-0.9749279121818236,-0.2225209339563146,0.43388373911755823,-0.900968867902419
17.0,20,6,1.01,86.3,1.25,0.81,198.31411027796025,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
67.5,15,5,0.18,90.19,1.0,0.19,381.9691109736387,-0.22252093395631384,-0.9749279121818237,-0.9749279121818236,-0.2225209339563146
118.0,26,7,0.86,50.95,1.39,0.18,385.0937899254466,-0.4338837391175575,0.9009688679024194,-2.4492935982947064e-16,1.0
107.5,20,6,1.02,93.17,1.41,1.15,114.84949916449612,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
97.0,18,6,0.91,147.12,1.42,1.22,319.6999702004512,-0.7818314824680297,-0.6234898018587337,-0.7818314824680299,0.6234898018587334
56.5,27,4,0.24,115.61,1.49,1.29,229.95009653632368,-0.22252093395631464,0.9749279121818235,-0.433883739117558,-0.9009688679024191
16.0,2,0,0.7994440767703508,152.82,1.09,0.67,282.5278612354332,0.4338837391175581,0.9009688679024191,0.0,1.0
21.0,2,7,1.26,64.81,0.9955188679245284,1.0,139.62104011958445,0.4338837391175581,0.9009688679024191,-2.4492935982947064e-16,1.0
101.0,7,0,1.38,94.32,0.9955188679245284,0.74,303.500533055908,1.0,6.123233995736766e-17,0.0,1.0
78.66666666666667,20,2,0.7994440767703508,119.92,0.54,1.11,201.76068058188216,-0.9749279121818236,-0.2225209339563146,0.9749279121818236,-0.22252093395631434
56.333333333333336,0,1,0.75,126.65,0.54,0.78,137.83813885104863,0.0,1.0,0.7818314824680298,0.6234898018587336
34.0,20,8,1.48,95.29,1.03,0.525,167.95114292961097,-0.9749279121818236,-0.2225209339563146,0.7818314824680296,0.6234898018587337
124.0,3,5,0.6,176.37,1.11,0.27,412.3044372356326,0.6234898018587335,0.7818314824680298,-0.9749279121818236,-0.2225209339563146
86.5,2,7,1.53,196.35,1.07,0.49,189.28656360026184,0.4338837391175581,0.9009688679024191,-2.4492935982947064e-16,1.0
49.0,20,7,0.46,155.96,1.21,1.06,293.0233897683235,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
103.0,0,6,1.45,76.12,1.02,0.2,320.39072584718645,0.0,1.0,-0.7818314824680299,0.6234898018587334
34.0,13,6,1.18,167.18,0.86,0.17,205.7324362354617,0.2225209339563141,-0.9749279121818237,-0.7818314824680299,0.6234898018587334
91.0,14,6,0.7994440767703508,117.41,0.84,0.47,355.8396460110246,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
44.0,2,1,0.7994440767703508,83.7,1.21,0.77,312.0038950122582,0.4338837391175581,0.9009688679024191,0.7818314824680298,0.6234898018587336
8.0,25,8,0.13,99.94,0.83,0.04,171.40842452201522,-0.6234898018587337,0.7818314824680297,0.7818314824680296,0.6234898018587337
80.0,5,2,1.14,137.26,0.55,0.65,234.4909743640808,0.9009688679024191,0.4338837391175582,0.9749279121818236,-0.22252093395631434
81.0,27,4,0.56,116.8,0.72,1.26,237.8472604234772,-0.22252093395631464,0.9749279121818235,-0.433883739117558,-0.9009688679024191
82.0,20,3,0.99,136.02,1.3,0.01,168.1884252229728,-0.9749279121818236,-0.2225209339563146,0.43388373911755823,-0.900968867902419
83.0,20,0,0.07,146.82,1.01,1.08,364.3754973867459,-0.9749279121818236,-0.2225209339563146,0.0,1.0
70.0,20,8,1.43,135.13,0.77,0.69,248.78908063762012,-0.9749279121818236,-0.2225209339563146,0.7818314824680296,0.6234898018587337
51.0,17,4,0.95,140.22,1.08,0.615,598.2635172022032,-0.6234898018587338,-0.7818314824680296,-0.433883739117558,-0.9009688679024191
32.0,20,6,0.93,102.94,0.85,0.54,194.0687773562444,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
32.0,2,0,1.57,123.16,1.4,1.14,228.02616766536863,0.4338837391175581,0.9009688679024191,0.0,1.0
129.0,20,5,0.05,72.65,0.92,1.25,426.5781403599455,-0.9749279121818236,-0.2225209339563146,-0.9749279121818236,-0.2225209339563146
42.0,11,5,0.21,113.4,1.14,0.46,194.97787817931157,0.6234898018587339,-0.7818314824680295,-0.9749279121818236,-0.2225209339563146
53.0,20,7,0.86,102.73,0.95,0.83,235.2198697385953,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
28.0,25,4,0.06,42.26,0.97,0.12,198.0376729811471,-0.6234898018587337,0.7818314824680297,-0.433883739117558,-0.9009688679024191
72.5,22,4,0.95,170.41,0.96,0.99,349.5786056692645,-0.9749279121818238,0.22252093395631334,-0.433883739117558,-0.9009688679024191
117.0,18,4,0.91,138.34,0.71,-0.0,598.2635172022032,-0.7818314824680297,-0.6234898018587337,-0.433883739117558,-0.9009688679024191
76.0,13,1,0.76,101.36,1.41,0.13,306.55765497403684,0.2225209339563141,-0.9749279121818237,0.7818314824680298,0.6234898018587336
23.0,14,3,0.57,136.01,0.95,1.19,282.58241504285434,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
28.0,16,0,1.3,146.24,1.45,0.955,283.08468441132743,-0.433883739117558,-0.9009688679024191,0.0,1.0
77.0,15,2,1.2,145.53,0.9955188679245284,0.72,379.21489120443147,-0.22252093395631384,-0.9749279121818237,0.9749279121818236,-0.22252093395631434
127.0,21,3,0.89,119.92,1.15,0.73,455.6271266998608,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
94.0,23,0,1.1,212.72,1.0,0.38,171.60981396076787,-0.9009688679024193,0.43388373911755795,0.0,1.0
61.0,20,6,0.74,134.91,1.47,1.15,367.4076284504518,-0.9749279121818236,-0.2225209339563146,-0.7818314824680299,0.6234898018587334
58.0,22,1,0.05,148.81,0.83,0.29,151.16266817296335,-0.9749279121818238,0.22252093395631334,0.7818314824680298,0.6234898018587336
55.0,13,4,0.7994440767703508,77.49,1.23,0.7349999999999999,297.6255084283663,0.2225209339563141,-0.9749279121818237,-0.433883739117558,-0.9009688679024191
